"","p","b","e","w"
"748",0.6,20000,40000,60000
"749",0.6,20000,40000,60000
"750",0.6,20000,40000,60000
"751",0.6,20000,40000,60000
"752",0.6,20000,40000,60000
"753",0.6,20000,40000,60000
"754",0.6,20000,40000,60000
"755",0.8,10000,30000,50000
"756",0.8,10000,30000,50000
"757",0.8,10000,30000,50000
"758",1,1204059,1204059,1204059
"759",1,1204059,1204059,1204059
"760",1,1204059,1204059,1204059
"761",1,1204059,1204059,1204059
"762",1,1204059,1204059,1204059
"763",1,1204059,1204059,1204059
"764",1,1204059,1204059,1204059
"765",1,1204059,1204059,1204059
"766",1,1204059,1204059,1204059
"767",1,1204059,1204059,1204059
"768",1,1204059,1204059,1204059
"769",1,1204059,1204059,1204059
"770",1,1204059,1204059,1204059
"771",1,1204059,1204059,1204059
"772",1,18107.4,18107.4,18107.4
"773",1,18107.4,18107.4,18107.4
"774",1,18107.4,18107.4,18107.4
"775",1,18107.4,18107.4,18107.4
"776",1,18107.4,18107.4,18107.4
"777",1,18107.4,18107.4,18107.4
"778",1,18107.4,18107.4,18107.4
"779",1,18107.4,18107.4,18107.4
"780",1,18107.4,18107.4,18107.4
"781",1,18107.4,18107.4,18107.4
"782",1,18107.4,18107.4,18107.4
"783",1,18107.4,18107.4,18107.4
"784",1,18107.4,18107.4,18107.4
"785",1,18107.4,18107.4,18107.4
"786",0.7,131844,197766,263688
"787",0.7,131844,197766,263688
"788",0.7,131844,197766,263688
"789",0.7,131844,197766,263688
"790",0.7,131844,197766,263688
"791",0.7,131844,197766,263688
"792",0.7,131844,197766,263688
"793",0.7,131844,197766,263688
"794",0.7,131844,197766,263688
"795",0.7,131844,197766,263688
"796",0.7,131844,197766,263688
"797",0.7,131844,197766,263688
"798",0.7,131844,197766,263688
"799",0.7,131844,197766,263688
"800",0.7,106813,160219.5,213626
"801",0.7,106813,160219.5,213626
"802",0.7,106813,160219.5,213626
"803",0.7,106813,160219.5,213626
"804",0.7,106813,160219.5,213626
"805",0.7,106813,160219.5,213626
"806",0.7,106813,160219.5,213626
"807",0.7,106813,160219.5,213626
"808",0.7,106813,160219.5,213626
"809",0.7,106813,160219.5,213626
"810",0.7,106813,160219.5,213626
"811",0.7,106813,160219.5,213626
"812",0.7,106813,160219.5,213626
"813",0.7,106813,160219.5,213626
"814",0.2,1e+06,1e+06,1e+06
"815",0.2,1e+06,1e+06,1e+06
"816",0.2,1e+06,1e+06,1e+06
"817",0.3,3e+05,3e+05,3e+05
"818",0.3,3e+05,3e+05,3e+05
"819",0.3,3e+05,3e+05,3e+05
"820",0.87,1500000,1500000,1500000
"821",0.5,2e+06,2e+06,2e+06
"822",0.5,2e+06,2e+06,2e+06
"823",0.5,2e+06,2e+06,2e+06
"824",0.5,2e+06,2e+06,2e+06
"825",0.5,2e+06,2e+06,2e+06
"826",0.5,2e+06,2e+06,2e+06
"827",0.5,2e+06,2e+06,2e+06
"828",0.5,2e+06,2e+06,2e+06
"829",0.5,2e+06,2e+06,2e+06
"830",0.5,2e+06,2e+06,2e+06
"831",0.5,2e+06,2e+06,2e+06
"832",0.5,2e+06,2e+06,2e+06
"833",0.5,2e+06,2e+06,2e+06
"834",0.5,2e+06,2e+06,2e+06
"835",0.5,2765000,2765000,2765000
"836",0.5,2765000,2765000,2765000
"837",0.5,2765000,2765000,2765000
"838",0.5,2765000,2765000,2765000
"839",0.5,2765000,2765000,2765000
"840",0.5,2765000,2765000,2765000
"841",0.5,2765000,2765000,2765000
"842",0.5,2765000,2765000,2765000
"843",0.5,2765000,2765000,2765000
"844",0.5,2765000,2765000,2765000
"845",0.5,2765000,2765000,2765000
"846",0.5,2765000,2765000,2765000
"847",0.5,2765000,2765000,2765000
"848",0.5,2765000,2765000,2765000
"849",0.46,207763,300500,470000
"850",0.63,501000,1250500,2e+06
"851",0.63,501000,1250500,2e+06
"852",0.63,501000,1250500,2e+06
"853",0.63,501000,1250500,2e+06
"854",0.63,501000,1250500,2e+06
"855",0.63,501000,1250500,2e+06
"856",0.63,501000,1250500,2e+06
"857",0.63,501000,1250500,2e+06
"858",0.63,501000,1250500,2e+06
"859",0.63,501000,1250500,2e+06
"860",0.63,501000,1250500,2e+06
"861",0.63,501000,1250500,2e+06
"862",0.8,10000,30000,50000
"863",0.5,35000,52500,70000
"864",0.45,10000,20000,30000
"865",0.9,51000,75500,1e+05
"866",0.38,20395,40500,97000
"867",0.38,20395,40500,97000
"868",0.38,20395,40500,97000
"869",0.38,20395,40500,97000
"870",0.38,20395,40500,97000
"871",0.5,10000,20000,30000
"872",0.5,5000,10000,15000
"873",0.5,20000,40000,60000
"874",0.41,867074,1e+06,5450000
"875",0.63,61096,75000,102000
"876",0.7,3e+05,1500000,3700000
"877",0.7,3e+05,1500000,3700000
"878",0.7,3e+05,1500000,3700000
"879",0.7,3e+05,1500000,3700000
"880",0.7,3e+05,1500000,3700000
"881",0.55,1464642,1830803,2196964
"882",0.55,1464642,1830803,2196964
"883",0.55,1464642,1830803,2196964
"884",0.55,1464642,1830803,2196964
"885",0.55,1464642,1830803,2196964
"886",0.55,1464642,1830803,2196964
"887",0.55,1464642,1830803,2196964
"888",0.55,1464642,1830803,2196964
"889",0.55,1464642,1830803,2196964
"890",0.55,1464642,1830803,2196964
"891",0.55,1464642,1830803,2196964
"892",0.55,1466922,1833652,2200382
"893",0.55,1466922,1833652,2200382
"894",0.55,1466922,1833652,2200382
"895",0.55,1466922,1833652,2200382
"896",0.55,1466922,1833652,2200382
"897",0.55,1466922,1833652,2200382
"898",0.55,1466922,1833652,2200382
"899",0.55,1466922,1833652,2200382
"900",0.55,1466922,1833652,2200382
"901",0.55,1466922,1833652,2200382
"902",0.55,1466922,1833652,2200382
"903",0.5,1200309,1500386,1800463
"904",0.5,1200309,1500386,1800463
"905",0.5,1200309,1500386,1800463
"906",0.5,1200309,1500386,1800463
"907",0.5,1200309,1500386,1800463
"908",0.5,1200309,1500386,1800463
"909",0.5,1200309,1500386,1800463
"910",0.5,1200309,1500386,1800463
"911",0.5,1200309,1500386,1800463
"912",0.5,1200309,1500386,1800463
"913",0.5,1200309,1500386,1800463
"914",0.5,1096465,1218494,1340343
"915",0.5,1096465,1218494,1340343
"916",0.5,1096465,1218494,1340343
"917",0.5,1096465,1218494,1340343
"918",0.5,1096465,1218494,1340343
"919",0.5,1096465,1218494,1340343
"920",0.5,1096465,1218494,1340343
"921",0.5,1096465,1218494,1340343
"922",0.5,1096465,1218494,1340343
"923",0.5,1096465,1218494,1340343
"924",0.5,1096465,1218494,1340343
"925",0.5,356830,446034,535241
"926",0.5,356830,446034,535241
"927",0.5,356830,446034,535241
"928",0.5,356830,446034,535241
"929",0.5,356830,446034,535241
"930",0.5,356830,446034,535241
"931",0.5,356830,446034,535241
"932",0.5,356830,446034,535241
"933",0.5,356830,446034,535241
"934",0.5,356830,446034,535241
"935",0.5,356830,446034,535241
"936",0,1743064,1743064,1743064
"937",0,1743064,1743064,1743064
"938",0,1743064,1743064,1743064
"939",0,1743064,1743064,1743064
"940",0,1743064,1743064,1743064
"941",0,1743064,1743064,1743064
"942",0,1743064,1743064,1743064
"943",0,1743064,1743064,1743064
"944",0,1743064,1743064,1743064
"945",0,1743064,1743064,1743064
"946",0,1743064,1743064,1743064
"947",0.5,50000,1e+05,2e+05
"948",0.5,50000,1e+05,2e+05
"949",0.5,50000,1e+05,2e+05
"950",0.5,50000,1e+05,2e+05
"951",0.5,50000,1e+05,2e+05
"952",0.5,50000,1e+05,2e+05
"953",0.5,50000,1e+05,2e+05
"954",0.5,50000,1e+05,2e+05
"955",0.5,50000,1e+05,2e+05
"956",0.5,50000,1e+05,2e+05
"957",0.5,50000,1e+05,2e+05
"958",0.4,1e+05,250000,5e+05
"959",0.4,1e+05,250000,5e+05
"960",0.4,1e+05,250000,5e+05
"961",0.4,1e+05,250000,5e+05
"962",0.4,1e+05,250000,5e+05
"963",0.4,1e+05,250000,5e+05
"964",0.4,1e+05,250000,5e+05
"965",0.4,1e+05,250000,5e+05
"966",0.4,1e+05,250000,5e+05
"967",0.4,1e+05,250000,5e+05
"968",0.4,1e+05,250000,5e+05
"969",0.7,2e+06,2200000,2400000
"970",0.7,2e+06,2200000,2400000
"971",0.7,670000,2450000,3250000
"972",0.7,670000,2450000,3250000
"973",0.7,670000,2450000,3250000
"974",0.7,670000,2450000,3250000
"975",0.7,670000,2450000,3250000
"976",0.7,670000,2450000,3250000
"977",0.7,670000,2450000,3250000
"978",0.7,670000,2450000,3250000
"979",0.7,725774,758926,2252728
"980",0.4,4e+06,5e+06,7500000
"981",0.4,4e+06,5e+06,7500000
"982",0.4,4e+06,5e+06,7500000
"983",0.4,4e+06,5e+06,7500000
"984",0.4,4e+06,5e+06,7500000
"985",0.4,4e+06,5e+06,7500000
"986",0.4,4e+06,5e+06,7500000
"987",0.4,4e+06,5e+06,7500000
"988",0.4,4e+06,5e+06,7500000
"989",0.4,4e+06,5e+06,7500000
"990",0.4,4e+06,5e+06,7500000
"991",0.8,165731.73,165731.73,165731.73
"992",0.8,165731.73,165731.73,165731.73
"993",0.8,165731.73,165731.73,165731.73
"994",0.8,165731.73,165731.73,165731.73
"995",0.8,165731.73,165731.73,165731.73
"996",0.8,165731.73,165731.73,165731.73
"997",0.8,165731.73,165731.73,165731.73
"998",0.8,165731.73,165731.73,165731.73
"999",0.8,165731.73,165731.73,165731.73
"1000",0.8,165731.73,165731.73,165731.73
"1001",0.8,165731.73,165731.73,165731.73
"1002",0.95,16200,16200,16200
"1003",0.95,16200,16200,16200
"1004",0.95,16200,16200,16200
"1005",0.95,16200,16200,16200
"1006",0.95,16200,16200,16200
"1007",0.95,16200,16200,16200
"1008",0.95,16200,16200,16200
"1009",0.95,16200,16200,16200
"1010",0.95,16200,16200,16200
"1011",0.95,16200,16200,16200
"1012",0.95,16200,16200,16200
"1013",0.95,2769.23,2769.23,2769.23
"1014",0.95,2769.23,2769.23,2769.23
"1015",0.95,2769.23,2769.23,2769.23
"1016",0.95,2769.23,2769.23,2769.23
"1017",0.95,2769.23,2769.23,2769.23
"1018",0.95,2769.23,2769.23,2769.23
"1019",0.95,2769.23,2769.23,2769.23
"1020",0.95,2769.23,2769.23,2769.23
"1021",0.95,2769.23,2769.23,2769.23
"1022",0.95,2769.23,2769.23,2769.23
"1023",0.95,2769.23,2769.23,2769.23
"1024",0.95,188000,188000,188000
"1025",0.95,188000,188000,188000
"1026",0.95,188000,188000,188000
"1027",0.95,188000,188000,188000
"1028",0.95,188000,188000,188000
"1029",0.95,188000,188000,188000
"1030",0.95,188000,188000,188000
"1031",0.95,188000,188000,188000
"1032",0.95,188000,188000,188000
"1033",0.95,188000,188000,188000
"1034",0.95,206841,413683,556366
"1035",0.9,55968,55968,55968
"1036",0.9,55968,55968,55968
"1037",0.9,55968,55968,55968
"1038",0.9,55968,55968,55968
"1039",0.9,55968,55968,55968
"1040",0.9,55968,55968,55968
"1041",0.9,55968,55968,55968
"1042",0.9,55968,55968,55968
"1043",0.9,55968,55968,55968
"1044",0.9,55968,55968,55968
"1045",0.9,55968,55968,55968
"1046",0.65,906800.12,906800.12,906800.12
"1047",0.65,906800.12,906800.12,906800.12
"1048",0.65,906800.12,906800.12,906800.12
"1049",0.65,906800.12,906800.12,906800.12
"1050",0.65,906800.12,906800.12,906800.12
"1051",0.65,906800.12,906800.12,906800.12
"1052",0.65,906800.12,906800.12,906800.12
"1053",0.65,906800.12,906800.12,906800.12
"1054",0.65,906800.12,906800.12,906800.12
"1055",0.65,906800.12,906800.12,906800.12
"1056",0.65,906800.12,906800.12,906800.12
"1057",0.5,37387.92,37387.92,37387.92
"1058",0.5,37387.92,37387.92,37387.92
"1059",0.5,37387.92,37387.92,37387.92
"1060",0.5,37387.92,37387.92,37387.92
"1061",0.5,37387.92,37387.92,37387.92
"1062",0.5,37387.92,37387.92,37387.92
"1063",0.5,37387.92,37387.92,37387.92
"1064",0.5,37387.92,37387.92,37387.92
"1065",0.5,37387.92,37387.92,37387.92
"1066",0.5,37387.92,37387.92,37387.92
"1067",0.5,37387.92,37387.92,37387.92
"1068",0.5,40594,40594,40594
"1069",0.5,40594,40594,40594
"1070",0.5,40594,40594,40594
"1071",0.5,40594,40594,40594
"1072",0.5,40594,40594,40594
"1073",0.5,40594,40594,40594
"1074",0.5,40594,40594,40594
"1075",0.5,40594,40594,40594
"1076",0.5,40594,40594,40594
"1077",0.5,40594,40594,40594
"1078",0.5,40594,40594,40594
"1079",0.75,155500,155500,155500
"1080",0.75,155500,155500,155500
"1081",0.75,155500,155500,155500
"1082",0.75,155500,155500,155500
"1083",0.75,155500,155500,155500
"1084",0.75,155500,155500,155500
"1085",0.75,155500,155500,155500
"1086",0.75,155500,155500,155500
"1087",0.75,155500,155500,155500
"1088",0.75,155500,155500,155500
"1089",0.75,155500,155500,155500
"1090",0.7,2529589,3161986,3794383
"1091",0.7,2529589,3161986,3794383
"1092",0.8,2e+06,4e+06,6e+06
"1093",0.8,2e+06,4e+06,6e+06
"1094",0.8,2e+06,3e+06,6e+06
"1095",0.8,2e+06,3e+06,6e+06
"1096",0.8,2e+06,3e+06,6e+06
"1097",0.8,2e+06,3e+06,6e+06
"1098",0.8,2e+06,3e+06,6e+06
"1099",0.8,2e+06,3e+06,6e+06
"1100",0.8,2e+06,3e+06,6e+06
"1101",0.8,2e+06,3e+06,6e+06
"1102",0.8,2280000,2280000,2280000
"1103",0.55,1500000,3e+06,7e+06
"1104",0.55,1500000,3e+06,7e+06
"1105",0.55,1500000,3e+06,7e+06
"1106",0.55,1500000,3e+06,7e+06
"1107",0.55,1500000,3e+06,7e+06
"1108",0.55,1500000,3e+06,7e+06
"1109",0.55,1500000,3e+06,7e+06
"1110",0.55,1500000,3e+06,7e+06
"1111",0.55,1500000,3e+06,7e+06
"1112",0.55,1500000,3e+06,7e+06
"1113",0.55,1500000,3e+06,7e+06
"1114",0.5,2079632,2599540,3119447
"1115",0.5,2079632,2599540,3119447
"1116",0.5,2079632,2599540,3119447
"1117",0.5,2079632,2599540,3119447
"1118",0.5,2079632,2599540,3119447
"1119",0.5,2079632,2599540,3119447
"1120",0.5,2079632,2599540,3119447
"1121",0.5,2079632,2599540,3119447
"1122",0.5,2079632,2599540,3119447
"1123",0.5,2079632,2599540,3119447
"1124",0.5,2079632,2599540,3119447
"1125",0.8,1500000,3e+06,4500000
"1126",0.9,3e+05,5e+05,1e+06
"1127",0.9,3e+05,5e+05,1e+06
"1128",0.9,3e+05,5e+05,1e+06
"1129",0.9,3e+05,5e+05,1e+06
"1130",0.9,3e+05,5e+05,1e+06
"1131",0.9,3e+05,5e+05,1e+06
"1132",0.9,3e+05,5e+05,1e+06
"1133",0.9,5e+05,1e+06,2e+06
"1134",0.9,5e+05,1e+06,2e+06
"1135",0.9,5e+05,1e+06,2e+06
"1136",0.6,307248,921743,1536239
"1137",0.6,307248,921743,1536239
"1138",0.6,307248,921743,1536239
"1139",0.6,307248,921743,1536239
"1140",0.6,307248,921743,1536239
"1141",0.6,307248,921743,1536239
"1142",0.6,307248,921743,1536239
"1143",0.6,307248,921743,1536239
"1144",0.8,307248,921743,1536239
"1145",0.8,307248,921743,1536239
"1146",0.8,307248,921743,1536239
"1147",0.4,3e+05,9e+05,2500000
"1148",0.4,3e+05,9e+05,2500000
"1149",0.4,3e+05,9e+05,2500000
"1150",0.4,3e+05,9e+05,2500000
"1151",0.4,3e+05,9e+05,2500000
"1152",0.4,3e+05,9e+05,2500000
"1153",0.4,3e+05,9e+05,2500000
"1154",0.4,3e+05,9e+05,2500000
"1155",0.4,3e+05,9e+05,2500000
"1156",0.8,50000,150000,3e+05
"1157",0.8,50000,150000,3e+05
"1158",0.8,50000,150000,3e+05
"1159",0.8,50000,150000,3e+05
"1160",0.8,50000,150000,3e+05
"1161",0.8,50000,150000,3e+05
"1162",0.8,50000,150000,3e+05
"1163",0.8,50000,150000,3e+05
"1164",0.8,50000,150000,3e+05
"1165",0.8,50000,150000,3e+05
"1166",0.8,50000,150000,3e+05
"1167",0.5,100786.67,161258.67,201573.34
"1168",0.5,100786.67,161258.67,201573.34
"1169",0.5,100786.67,161258.67,201573.34
"1170",0.5,100786.67,161258.67,201573.34
"1171",0.5,100786.67,161258.67,201573.34
"1172",0.5,100786.67,161258.67,201573.34
"1173",0.5,100786.67,161258.67,201573.34
"1174",0.5,100786.67,161258.67,201573.34
"1175",0.75,22644.33,36230.93,45288.66
"1176",0.75,22644.33,36230.93,45288.66
"1177",0.75,22644.33,36230.93,45288.66
"1178",0.75,22644.33,36230.93,45288.66
"1179",0.75,22644.33,36230.93,45288.66
"1180",0.75,22644.33,36230.93,45288.66
"1181",0.75,22644.33,36230.93,45288.66
"1182",0.75,22644.33,36230.93,45288.66
"1183",0.2,50000,80000,1e+05
"1184",0.2,50000,80000,1e+05
"1185",0.2,50000,80000,1e+05
"1186",0.2,50000,80000,1e+05
"1187",0.2,50000,80000,1e+05
"1188",0.2,50000,80000,1e+05
"1189",0.2,50000,80000,1e+05
"1190",0.2,50000,80000,1e+05
"1191",0.5,69832.41,111731.86,139664.82
"1192",0.5,69832.41,111731.86,139664.82
"1193",0.5,69832.41,111731.86,139664.82
"1194",0.5,69832.41,111731.86,139664.82
"1195",0.5,69832.41,111731.86,139664.82
"1196",0.5,69832.41,111731.86,139664.82
"1197",0.5,69832.41,111731.86,139664.82
"1198",0.5,69832.41,111731.86,139664.82
"1199",0.2,636757.33,1018811.73,1273514.66
"1200",0.2,636757.33,1018811.73,1273514.66
"1201",0.2,636757.33,1018811.73,1273514.66
"1202",0.2,636757.33,1018811.73,1273514.66
"1203",0.2,636757.33,1018811.73,1273514.66
"1204",0.2,636757.33,1018811.73,1273514.66
"1205",0.2,636757.33,1018811.73,1273514.66
"1206",0.2,636757.33,1018811.73,1273514.66
"1207",0.75,476187.98,761900.77,952375.96
"1208",0.75,476187.98,761900.77,952375.96
"1209",0.75,476187.98,761900.77,952375.96
"1210",0.75,476187.98,761900.77,952375.96
"1211",0.75,476187.98,761900.77,952375.96
"1212",0.75,476187.98,761900.77,952375.96
"1213",0.75,476187.98,761900.77,952375.96
"1214",0.75,476187.98,761900.77,952375.96
"1215",0.25,1045100,3135300,9510410
"1216",0.25,1045100,3135300,9510410
"1217",0.25,1045100,3135300,9510410
"1218",0.25,1045100,3135300,9510410
"1219",0.25,1045100,3135300,9510410
"1220",0.25,1045100,3135300,9510410
"1221",0.25,1045100,3135300,9510410
"1222",0.25,1045100,3135300,9510410
"1223",0.25,1045100,3135300,9510410
"1224",0.25,1045100,3135300,9510410
"1225",0.25,1045100,3135300,9510410
"1226",0.8,3e+06,3e+06,3e+06
"1227",0.8,3e+06,3e+06,3e+06
"1228",0.8,3e+06,3e+06,3e+06
"1229",0.8,3e+06,3e+06,3e+06
"1230",0.8,3e+06,3e+06,3e+06
"1231",0.8,3e+06,3e+06,3e+06
"1232",0.8,3e+06,3e+06,3e+06
"1233",0.9,1e+06,1e+06,1e+06
"1234",0.9,1e+06,1e+06,1e+06
"1235",0.9,1e+06,1e+06,1e+06
"1236",0.9,1e+06,1e+06,1e+06
"1237",0.9,1e+06,1e+06,1e+06
"1238",0.9,1e+06,1e+06,1e+06
"1239",0.9,1e+06,1e+06,1e+06
"1240",0.9,1e+06,1e+06,1e+06
"1241",0.9,1e+06,1e+06,1e+06
"1242",0.9,1e+06,1e+06,1e+06
"1243",0.9,1e+06,1e+06,1e+06
"1244",0.1,11306814,11306814,11306814
"1245",0.1,11306814,11306814,11306814
"1246",0.03,11306814,11306814,11306814
"1247",0.03,11306814,11306814,11306814
"1248",0.03,11306814,11306814,11306814
"1249",0.03,11306814,11306814,11306814
"1250",0.03,11306814,11306814,11306814
"1251",0.03,11306814,11306814,11306814
"1252",0.03,11306814,11306814,11306814
"1253",0.03,11306814,11306814,11306814
"1254",0.03,11306814,11306814,11306814
"1255",0.8,4e+06,4e+06,4e+06
"1256",0.8,4e+06,4e+06,4e+06
"1257",0.8,4e+06,4e+06,4e+06
"1258",0.8,4e+06,4e+06,4e+06
"1259",0.8,4e+06,4e+06,4e+06
"1260",0.8,4e+06,4e+06,4e+06
"1261",0.8,4e+06,4e+06,4e+06
"1262",0.8,4e+06,4e+06,4e+06
"1263",0.8,4e+06,4e+06,4e+06
"1264",0.8,4e+06,4e+06,4e+06
"1265",0.8,4e+06,4e+06,4e+06
"1266",0.6,2e+05,2e+05,2e+05
"1267",0.6,2e+05,2e+05,2e+05
"1268",0.6,2e+05,2e+05,2e+05
"1269",0.6,2e+05,2e+05,2e+05
"1270",0.6,2e+05,2e+05,2e+05
"1271",0.6,2e+05,2e+05,2e+05
"1272",0.6,2e+05,2e+05,2e+05
"1273",0.6,2e+05,2e+05,2e+05
"1274",0.6,2e+05,2e+05,2e+05
"1275",0.6,2e+05,2e+05,2e+05
"1276",0.6,2e+05,2e+05,2e+05
"1277",0.6,4e+06,4e+06,4e+06
"1278",0.6,4e+06,4e+06,4e+06
"1279",0.6,4e+06,4e+06,4e+06
"1280",0.6,4e+06,4e+06,4e+06
"1281",0.6,4e+06,4e+06,4e+06
"1282",0.6,4e+06,4e+06,4e+06
"1283",0.6,4e+06,4e+06,4e+06
"1284",0.6,4e+06,4e+06,4e+06
"1285",0.6,4e+06,4e+06,4e+06
"1286",0.6,4e+06,4e+06,4e+06
"1287",0.6,4e+06,4e+06,4e+06
"1288",0.1,1e+06,1e+06,1e+06
"1289",0.05,1e+06,1e+06,1e+06
"1290",0.05,1e+06,1e+06,1e+06
"1291",0.05,1e+06,1e+06,1e+06
"1292",0.05,1e+06,1e+06,1e+06
"1293",0.05,1e+06,1e+06,1e+06
"1294",0.05,1e+06,1e+06,1e+06
"1295",0.05,1e+06,1e+06,1e+06
"1296",0.05,1e+06,1e+06,1e+06
"1297",0.05,1e+06,1e+06,1e+06
"1298",0.05,1e+06,1e+06,1e+06
"1299",0.1,5e+05,5e+05,5e+05
"1300",0.05,5e+05,5e+05,5e+05
"1301",0.05,5e+05,5e+05,5e+05
"1302",0.05,5e+05,5e+05,5e+05
"1303",0.05,5e+05,5e+05,5e+05
"1304",0.05,5e+05,5e+05,5e+05
"1305",0.05,5e+05,5e+05,5e+05
"1306",0.05,5e+05,5e+05,5e+05
"1307",0.05,5e+05,5e+05,5e+05
"1308",0.05,5e+05,5e+05,5e+05
"1309",0.05,5e+05,5e+05,5e+05
"1310",0.5,1e+06,1e+06,1e+06
"1311",0.3,1e+06,1e+06,1e+06
"1312",0.3,1e+06,1e+06,1e+06
"1313",0.3,1e+06,1e+06,1e+06
"1314",0.3,1e+06,1e+06,1e+06
"1315",0.3,1e+06,1e+06,1e+06
"1316",0.25,1e+06,1e+06,1e+06
"1317",0.25,1e+06,1e+06,1e+06
"1318",0.25,1e+06,1e+06,1e+06
"1319",0.25,1e+06,1e+06,1e+06
"1320",0.25,1e+06,1e+06,1e+06
"1321",0.5,3e+06,3e+06,3e+06
"1322",0.2,3e+06,3e+06,3e+06
"1323",0.2,3e+06,3e+06,3e+06
"1324",0.2,3e+06,3e+06,3e+06
"1325",0.2,3e+06,3e+06,3e+06
"1326",0.2,3e+06,3e+06,3e+06
"1327",0.1,3e+06,3e+06,3e+06
"1328",0.1,3e+06,3e+06,3e+06
"1329",0.1,3e+06,3e+06,3e+06
"1330",0.1,3e+06,3e+06,3e+06
"1331",0.1,3e+06,3e+06,3e+06
"1332",0.1,3e+05,3e+05,3e+05
"1333",0.1,3e+05,3e+05,3e+05
"1334",0.1,3e+05,3e+05,3e+05
"1335",0.1,3e+05,3e+05,3e+05
"1336",0.1,3e+05,3e+05,3e+05
"1337",0.1,3e+05,3e+05,3e+05
"1338",0.1,3e+05,3e+05,3e+05
"1339",0.1,3e+05,3e+05,3e+05
"1340",0.1,3e+05,3e+05,3e+05
"1341",0.5,380000,4e+05,420000
"1342",0.5,380000,4e+05,420000
"1343",0.5,380000,4e+05,420000
"1344",0.5,380000,4e+05,420000
"1345",0.5,380000,4e+05,420000
"1346",0.5,380000,4e+05,420000
"1347",0.5,380000,4e+05,420000
"1348",0.5,380000,4e+05,420000
"1349",0,1e+05,1e+05,1e+05
"1350",0,1e+05,1e+05,1e+05
"1351",0,1e+05,1e+05,1e+05
"1352",0,1e+05,1e+05,1e+05
"1353",0,1e+05,1e+05,1e+05
"1354",0,1e+05,1e+05,1e+05
"1355",0,1e+05,1e+05,1e+05
"1356",0,1e+05,1e+05,1e+05
"1357",0,1e+05,1e+05,1e+05
"1358",0.9,1e+05,3e+05,6e+05
"1359",0.9,50000,250000,6e+05
"1360",0.9,50000,250000,350000
"1361",0.9,50000,250000,350000
"1362",0.9,2e+05,250000,350000
"1363",0.9,2e+05,250000,350000
"1364",0.9,2e+05,250000,350000
"1365",0.9,2e+05,250000,350000
"1366",0.9,2e+05,250000,350000
"1367",0.9,2e+05,250000,350000
"1368",0.9,2e+05,250000,350000
"1369",0.88,501000,1250500,2e+06
"1370",0.88,501000,1250500,2e+06
"1371",0.88,501000,1250500,2e+06
"1372",0.88,501000,1250500,2e+06
"1373",0.95,8e+05,9e+05,1e+06
"1374",0.95,8e+05,9e+05,1e+06
"1375",0.95,8e+05,9e+05,1e+06
"1376",0.95,8e+05,9e+05,1e+06
"1377",0.95,8e+05,9e+05,1e+06
"1378",0.95,8e+05,9e+05,1e+06
"1379",0.95,8e+05,9e+05,1e+06
"1380",0.5,1e+05,1e+05,1e+05
"1381",0.5,1e+05,1e+05,1e+05
"1382",0.5,1e+05,1e+05,1e+05
"1383",0.5,1e+05,1e+05,1e+05
"1384",0.5,1e+05,1e+05,1e+05
"1385",0.5,1e+05,1e+05,1e+05
"1386",0.5,1e+05,1e+05,1e+05
"1387",0.5,1e+05,1e+05,1e+05
"1388",0.5,1e+05,1e+05,1e+05
"1389",0.2,1e+06,1e+06,1e+06
"1390",0.2,1e+06,1e+06,1e+06
"1391",0.2,1e+06,1e+06,1e+06
"1392",0.2,1e+06,1e+06,1e+06
"1393",0.2,1e+06,1e+06,1e+06
"1394",0.2,1e+06,1e+06,1e+06
"1395",0.2,1e+06,1e+06,1e+06
"1396",0.2,1e+06,1e+06,1e+06
"1397",0.2,1e+06,1e+06,1e+06
"1398",0.2,1e+06,1e+06,1e+06
"1399",0.2,1e+06,1e+06,1e+06
"1400",0.3,3e+05,3e+05,3e+05
"1401",0.3,3e+05,3e+05,3e+05
"1402",0.3,3e+05,3e+05,3e+05
"1403",0.3,3e+05,3e+05,3e+05
"1404",0.3,3e+05,3e+05,3e+05
"1405",0.3,3e+05,3e+05,3e+05
"1406",0.3,3e+05,3e+05,3e+05
"1407",0.3,3e+05,3e+05,3e+05
"1408",0.3,3e+05,3e+05,3e+05
"1409",0.3,3e+05,3e+05,3e+05
"1410",0.3,3e+05,3e+05,3e+05
"1411",0.63,101000,300500,5e+05
"1412",0.63,101000,300500,5e+05
"1413",0.63,101000,300500,5e+05
"1414",0.63,101000,300500,5e+05
"1415",0.63,101000,300500,5e+05
"1416",0.63,101000,300500,5e+05
"1417",0.75,1593000,3769700,6223800
"1418",0.75,1593000,3769700,6223800
"1419",0.75,1593000,3769700,6223800
"1420",0.75,1593000,3769700,6223800
"1421",0.75,7800,678600,1435200
"1422",0.75,7800,678600,1435200
"1423",0.75,7800,678600,1435200
"1424",0.88,501000,1250500,2e+06
"1425",0.88,501000,1250500,2e+06
"1426",0.88,501000,1250500,2e+06
"1427",0.88,501000,1250500,2e+06
"1428",0.88,501000,1250500,2e+06
"1429",0.88,501000,1250500,2e+06
